+24.7	+27.4	+23.5	+26.2	+26.4	+30.6	+27.7	+24.8	+27.1	+24.7	+25.3	+26.6	+24.9	+23.5	+26.6	+25.2	+24.8	+25.4	+25.3	+25.2	+26.5	+25.6	+24.9	+23.9	+25.4	+26.1	+25.1	+28.0	+34.8	+34.9	+29.4	+30.3	
+27.0	+24.7	+26.1	+25.9	+24.2	+25.1	+26.4	+26.3	+24.7	+24.4	+25.2	+26.2	+25.5	+25.7	+25.8	+24.7	+25.2	+25.4	+26.4	+25.0	+26.8	+25.2	+25.8	+26.4	+25.0	+24.7	+25.6	+28.3	+33.2	+27.9	+27.2	+28.2	
+25.8	+26.4	+26.5	+26.6	+26.0	+26.1	+25.3	+25.4	+25.8	+26.4	+26.0	+26.1	+25.4	+26.0	+25.8	+25.7	+25.9	+25.6	+25.9	+26.4	+25.7	+25.4	+26.7	+25.8	+25.9	+26.8	+26.3	+27.5	+25.7	+26.4	+25.9	+25.6	
+23.5	+23.7	+26.2	+26.0	+24.4	+25.6	+26.1	+26.7	+26.6	+25.5	+26.6	+25.9	+26.5	+25.2	+24.6	+25.1	+25.8	+24.9	+26.2	+25.7	+25.5	+25.6	+25.4	+26.4	+26.4	+26.4	+25.6	+26.6	+25.6	+27.3	+26.1	+26.8	
+24.7	+25.4	+25.6	+24.6	+27.2	+25.3	+25.1	+27.4	+27.6	+27.2	+27.5	+26.4	+26.2	+26.5	+25.1	+26.1	+26.0	+25.5	+26.1	+25.8	+26.5	+26.1	+26.3	+26.3	+27.1	+27.5	+27.1	+26.0	+25.5	+26.4	+25.6	+25.2	
+24.7	+26.1	+24.8	+24.1	+25.1	+25.2	+26.1	+26.9	+29.1	+29.5	+27.3	+26.4	+26.0	+24.9	+25.4	+25.7	+25.7	+25.4	+25.5	+25.8	+26.3	+26.8	+26.9	+27.3	+28.2	+27.6	+26.2	+25.6	+25.9	+25.8	+26.0	+26.2	
+25.7	+24.6	+25.9	+25.4	+24.9	+25.7	+26.0	+26.0	+27.4	+29.9	+27.8	+26.0	+25.0	+26.1	+25.5	+25.6	+25.4	+25.7	+25.7	+26.1	+25.3	+25.8	+26.7	+28.0	+29.6	+28.6	+27.1	+27.5	+25.4	+26.6	+23.9	+24.6	
+24.5	+24.5	+25.5	+26.1	+24.6	+25.5	+25.2	+26.0	+25.5	+28.4	+28.3	+25.4	+24.9	+25.6	+24.9	+25.1	+25.1	+25.4	+25.5	+25.3	+25.0	+25.5	+26.7	+30.1	+29.1	+26.5	+25.6	+25.5	+25.4	+25.1	+26.7	+26.0	
+23.9	+25.6	+25.8	+24.8	+25.6	+24.2	+25.5	+25.5	+24.6	+26.2	+27.5	+26.1	+25.0	+25.6	+25.1	+25.3	+24.0	+24.4	+25.0	+24.9	+25.4	+25.6	+27.2	+28.5	+27.6	+25.5	+25.2	+25.4	+25.3	+25.4	+24.6	+25.1	
+25.2	+24.5	+25.2	+25.6	+25.9	+25.3	+25.1	+25.6	+25.6	+25.0	+25.0	+25.8	+24.9	+24.4	+24.2	+23.6	+23.8	+24.1	+25.5	+25.5	+25.0	+25.9	+26.0	+26.3	+25.5	+25.2	+25.2	+25.4	+24.8	+25.9	+24.9	+26.4	
